,CID,카테고리명,KDC분류,KDC분류명,GenreEnum
1415,51144,자유주의/신자유주의,34,정치학,POLITICAL_SCIENCE
1416,51152,전체주의/국가주의,34,정치학,POLITICAL_SCIENCE
1424,51314,사회과학전문사전,30,사회과학,SOCIAL_SCIENCE
1425,51308,사회복지,30,사회과학,SOCIAL_SCIENCE
1426,51311,사회사,30,사회과학,SOCIAL_SCIENCE
1427,51304,사회학 일반,30,사회과학,SOCIAL_SCIENCE
1428,51306,현대사회문화론,30,사회과학,SOCIAL_SCIENCE
1429,51041,언론/미디어,30,사회과학,SOCIAL_SCIENCE
1431,51344,언론인,30,사회과학,SOCIAL_SCIENCE
1432,51345,언론학/미디어론,30,사회과학,SOCIAL_SCIENCE
1433,51347,출판/편집,30,사회과학,SOCIAL_SCIENCE
1434,51037,여성학/젠더,30,사회과학,SOCIAL_SCIENCE
1435,51341,남성학/남성문제,30,사회과학,SOCIAL_SCIENCE
1436,51343,동성애/성소수자,30,사회과학,SOCIAL_SCIENCE
1437,51326,여성문제,30,사회과학,SOCIAL_SCIENCE
1438,51330,여성문화,30,사회과학,SOCIAL_SCIENCE
1439,51333,여성인물,30,사회과학,SOCIAL_SCIENCE
1440,51336,여성정책/법,30,사회과학,SOCIAL_SCIENCE
1441,51338,여성학이론,30,사회과학,SOCIAL_SCIENCE
1442,51016,정치학/외교학/행정학,34,정치학,POLITICAL_SCIENCE
1443,51231,각국정치사정/정치사,34,정치학,POLITICAL_SCIENCE
1444,51240,일본,34,정치학,POLITICAL_SCIENCE
1445,51241,중국,34,정치학,POLITICAL_SCIENCE
1446,51238,미국,34,정치학,POLITICAL_SCIENCE
1447,51251,기타,34,정치학,POLITICAL_SCIENCE
1448,51248,유럽,34,정치학,POLITICAL_SCIENCE
1449,51246,아시아,34,정치학,POLITICAL_SCIENCE
1450,51243,러시아,34,정치학,POLITICAL_SCIENCE
1451,51224,선거전략/대통령 만들기,34,정치학,POLITICAL_SCIENCE
1452,51165,세계패권과 국제질서,34,정치학,POLITICAL_SCIENCE
1453,51166,외교정책/외교학,34,정치학,POLITICAL_SCIENCE
1454,51217,정책/행정/조직,34,정치학,POLITICAL_SCIENCE
1455,51228,정치사상사,34,정치학,POLITICAL_SCIENCE
1456,51220,정치인,34,정치학,POLITICAL_SCIENCE
1457,51233,정치학 일반,34,정치학,POLITICAL_SCIENCE
1458,51226,지방자치,34,정치학,POLITICAL_SCIENCE
1462,51048,통일/북한관계,30,사회과학,SOCIAL_SCIENCE
1463,51382,북한학 일반,30,사회과학,SOCIAL_SCIENCE
1464,51379,통일문제,30,사회과학,SOCIAL_SCIENCE
1465,51021,한국정치사정/정치사,30,사회과학,SOCIAL_SCIENCE
1466,51270,김대중정부,30,사회과학,SOCIAL_SCIENCE
1467,51268,김영삼정부,30,사회과학,SOCIAL_SCIENCE
1469,51266,전두환정부/노태우정부,30,사회과학,SOCIAL_SCIENCE
1470,51261,제1공화국/제2공화국,30,사회과학,SOCIAL_SCIENCE
1471,51263,제3공화국/제4공화국,30,사회과학,SOCIAL_SCIENCE
1472,51277,한국정치사정/정치사-일반,30,사회과학,SOCIAL_SCIENCE
1473,50997,환경/생태문제,30,사회과학,SOCIAL_SCIENCE
1474,51094,환경문제,30,사회과학,SOCIAL_SCIENCE
1475,51097,환경실태보고,30,사회과학,SOCIAL_SCIENCE
1476,51101,환경학 일반,14,심리학,PSYCHOLOGY
1477,1,소설/시/희곡,80,문학,LITERATURE
1478,50930,과학소설(SF),80,문학,LITERATURE
1479,89481,외국 과학소설,80,문학,LITERATURE
1480,89482,한국 과학소설,81,문학,LITERATURE
1481,50922,독일소설,85,독일문학,GERMAN_LITERATURE
1482,50927,라이트 노벨,80,문학,LITERATURE
1483,51116,기타 라이트노벨,80,문학,LITERATURE
1484,88136,나비노블(Nabi Novel),80,문학,LITERATURE
1485,106545,노블엔진 팝(pop),80,문학,LITERATURE
1486,54719,노블엔진(Novel Engine),80,문학,LITERATURE
1487,51080,디-라이트(De-Light) 노벨,80,문학,LITERATURE
1488,162391,라이트노벨 관련 상품,80,문학,LITERATURE
1489,51107,러쉬노벨 로맨스,80,문학,LITERATURE
1490,121541,레진 노벨,80,문학,LITERATURE
1491,89171,루트 노벨,80,문학,LITERATURE
1492,112097,메르헨 노블,80,문학,LITERATURE
1493,51083,메이퀸(May-Queen) 노벨,80,문학,LITERATURE
1494,114691,소미미디어 문고,80,문학,LITERATURE
1495,111196,스위티노블,80,문학,LITERATURE
1496,110488,스칼렛노블,80,문학,LITERATURE
1497,51071,시드(Seed) 노벨,80,문학,LITERATURE
1498,51077,아키-타입(Arche-type),80,문학,LITERATURE
1499,87919,앨리스 노벨,80,문학,LITERATURE
1500,128346,에스큐브(SCUBE),80,문학,LITERATURE
1501,112098,엘르 노블,80,문학,LITERATURE
1502,51099,윙크(Wink) 노벨,80,문학,LITERATURE
1503,51102,이슈(issue) 노벨,80,문학,LITERATURE
1504,51070,익스트림(Extreme) 노벨,80,문학,LITERATURE
1505,138767,제이 노벨 넥스트(J Novel Next),80,문학,LITERATURE
1506,51105,제이(J) 노벨,80,문학,LITERATURE
1507,148769,카니발 노벨,80,문학,LITERATURE
1508,148770,카니발 플러스,80,문학,LITERATURE
1509,109725,코르셋노블(Corset Novel),80,문학,LITERATURE
1510,89172,파우스트 노벨,80,문학,LITERATURE
1511,89168,파우스트 박스,80,문학,LITERATURE
1512,154903,폴라리스,80,문학,LITERATURE
1513,89166,AK 노벨,80,문학,LITERATURE
1514,51114,B愛 노벨,80,문학,LITERATURE
1515,168549,JM 노벨,80,문학,LITERATURE
1516,51106,L 노벨,80,문학,LITERATURE
1517,130122,L 북스,80,문학,LITERATURE
1518,115694,MM 노블,80,문학,LITERATURE
1519,55624,NT library,80,문학,LITERATURE
1520,51069,NT(엔티) 노벨,80,문학,LITERATURE
1521,89167,S 노벨,80,문학,LITERATURE
1522,89169,V 노벨,80,문학,LITERATURE
1523,89170,Y 노벨,80,문학,LITERATURE
1524,52650,러시아소설,89,기타 제문학,OTHER_LITERATURES
1525,50935,로맨스소설,80,문학,LITERATURE
1526,181723,국내 BL,80,문학,LITERATURE
1527,181727,국외 BL,80,문학,LITERATURE
1528,51126,외국 로맨스소설,80,문학,LITERATURE
1529,51125,한국 로맨스소설,81,한국문학,KOREAN_LITERATURE
1530,50932,무협소설,80,문학,LITERATURE
1531,50951,문학 잡지,80,문학,LITERATURE
1532,51234,기타,80,문학,LITERATURE
1533,51218,문학과사회,80,문학,LITERATURE
1534,51215,문학동네,80,문학,LITERATURE
1535,52653,문학사상,80,문학,LITERATURE
1536,51225,세계의문학,80,문학,LITERATURE
1537,51230,시평,80,문학,LITERATURE
1538,51221,실천문학,80,문학,LITERATURE
1539,51229,안과밖,80,문학,LITERATURE
1540,157672,언유주얼,80,문학,LITERATURE
1541,51223,자음과모음,80,문학,LITERATURE
1542,51227,작가세계,80,문학,LITERATURE
1543,51213,창작과비평,80,문학,LITERATURE
1544,51232,판타스틱,80,문학,LITERATURE
1545,52654,현대문학,80,문학,LITERATURE
1546,50945,문학의 이해,80,문학,LITERATURE
1547,51193,문예사조,80,문학,LITERATURE
1548,51179,문학전문사전,80,문학,LITERATURE
1549,51206,비교문학론,80,문학,LITERATURE
1550,51191,비평론,80,문학,LITERATURE
1551,51204,세계문학론,80,문학,LITERATURE
1552,51319,일본문학론,80,문학,LITERATURE
1553,51320,중국문학론,80,문학,LITERATURE
1554,51321,영미문학론,80,문학,LITERATURE
1555,51322,라틴문학론,80,문학,LITERATURE
1556,51323,러시아문학론,80,문학,LITERATURE
1557,51325,프랑스문학론,80,문학,LITERATURE
1558,51328,독일문학론,80,문학,LITERATURE
1559,51332,기타 세계문학론,80,문학,LITERATURE
1560,51186,소설론,80,문학,LITERATURE
1561,51190,시론,80,문학,LITERATURE
1562,51180,우리말사전,80,문학,LITERATURE
1563,51196,일반문학론,80,문학,LITERATURE
1564,51184,작가론,80,문학,LITERATURE
1565,51182,창작.문장작법,80,문학,LITERATURE
1566,51201,한국문학론,80,문학,LITERATURE
1567,51309,한국고전문학론,80,문학,LITERATURE
1568,51305,한국비평론,80,문학,LITERATURE
1569,51302,한국작가론,80,문학,LITERATURE
1570,51303,한국희곡론,80,문학,LITERATURE
1571,51300,한국시론,80,문학,LITERATURE
1572,51297,한국소설론,80,문학,LITERATURE
1573,51295,한국문학사,80,문학,LITERATURE
1574,51316,북한문학론,80,문학,LITERATURE
1575,51313,주제평론,80,문학,LITERATURE
1576,51198,한글이야기,80,문학,LITERATURE
1577,50955,세계의 문학,80,문학,LITERATURE
1578,51286,기타세계문학,80,문학,LITERATURE
1579,51265,독일문학,80,문학,LITERATURE
1580,51273,동유럽문학,80,문학,LITERATURE
1581,51267,러시아문학,80,문학,LITERATURE
1582,51258,미국문학,80,문학,LITERATURE
1583,51276,북유럽문학,80,문학,LITERATURE
1584,51262,스페인/중남미문학,80,문학,LITERATURE
1585,51269,아일랜드문학,80,문학,LITERATURE
1586,51284,아프리카문학,80,문학,LITERATURE
1587,51259,영국문학,80,문학,LITERATURE
1588,51282,오스트리아문학,80,문학,LITERATURE
1589,51271,이탈리아문학,80,문학,LITERATURE
1590,51278,인도문학,80,문학,LITERATURE
1591,51255,일본문학,80,문학,LITERATURE
1592,51256,중국문학,80,문학,LITERATURE
1593,51280,중동/터키문학,80,문학,LITERATURE
1594,51264,포르투갈문학,80,문학,LITERATURE
1595,51260,프랑스문학,80,문학,LITERATURE
1596,50925,세계의 소설,80,문학,LITERATURE
1597,51055,기타 국가 소설,80,문학,LITERATURE
1598,51036,동유럽소설,80,문학,LITERATURE
1599,51032,북유럽소설,80,문학,LITERATURE
1600,52652,아일랜드소설,80,문학,LITERATURE
1601,51044,아프리카소설,93,지리,GEOGRAPHY
1602,51023,이탈리아소설,80,문학,LITERATURE
1603,51040,중동/터키소설,80,문학,LITERATURE
1604,50920,스페인/중남미소설,80,문학,LITERATURE
1605,50940,시,80,문학,LITERATURE
1606,69256,고전漢詩,80,문학,LITERATURE
1607,51170,명시모음집,80,문학,LITERATURE
1608,51169,시읽기산책,80,문학,LITERATURE
1609,51172,시조집,80,문학,LITERATURE
1610,51173,시화집,80,문학,LITERATURE
1611,51168,외국시,80,문학,LITERATURE
1612,51171,유고시집,80,문학,LITERATURE
1613,51167,한국시,80,문학,LITERATURE
1614,50942,신춘문예작품집,80,문학,LITERATURE
1615,50933,액션/스릴러소설,80,문학,LITERATURE
1616,51252,여성문학,80,문학,LITERATURE
1617,50929,역사소설,90,역사,HISTORY
1618,50919,영미소설,80,문학,LITERATURE
1619,50943,우리나라 옛글,80,문학,LITERATURE
1620,51175,산문,80,문학,LITERATURE
1621,51177,시가,80,문학,LITERATURE
1622,50918,일본소설,80,문학,LITERATURE
1623,50996,1950년대 이전 일본소설,80,문학,LITERATURE
1624,50998,1950년대 이후 일본소설,80,문학,LITERATURE
1625,50923,중국소설,80,문학,LITERATURE
1626,50926,추리/미스터리소설,80,문학,LITERATURE
1627,51067,기타국가 추리/미스터리소설,80,문학,LITERATURE
1628,51062,영미 추리/미스터리소설,80,문학,LITERATURE
1629,51058,일본 추리/미스터리소설,80,문학,LITERATURE
1630,51065,한국 추리/미스터리소설,80,문학,LITERATURE
1631,50953,테마문학,80,문학,LITERATURE
1632,51237,가족문학,80,문학,LITERATURE
1633,51245,대체역사/가상소설,90,역사,HISTORY
1634,51244,동물이야기,80,문학,LITERATURE
1635,51242,드라마 소설,80,문학,LITERATURE
1636,51250,사랑/연애/에로티시즘,80,문학,LITERATURE
1637,51235,성장문학,80,문학,LITERATURE
1638,51247,어른들을 위한 그림책,80,문학,LITERATURE
1639,51236,어른들을 위한 동화,80,문학,LITERATURE
1640,51239,영화소설,80,문학,LITERATURE
1641,51253,전쟁문학,80,문학,LITERATURE
1642,50928,판타지/환상문학,80,문학,LITERATURE
1643,51120,외국판타지/환상소설,80,문학,LITERATURE
1644,51122,한국판타지/환상소설,80,문학,LITERATURE
1645,50921,프랑스소설,80,문학,LITERATURE
1646,50917,한국소설,80,문학,LITERATURE
1647,50994,2000년대 이전 한국소설,80,문학,LITERATURE
1648,50993,2000년대 이후 한국소설,80,문학,LITERATURE
1649,50931,호러.공포소설,80,문학,LITERATURE
1650,50948,희곡,80,문학,LITERATURE
1651,51212,외국희곡,80,문학,LITERATURE
1652,51210,한국희곡,80,문학,LITERATURE
1653,1383,수험서/자격증,37,교육학,EDUCATION
1654,34582,공무원 수험서,37,교육학,EDUCATION
1655,34612,7/9급 기본서 및 부교재,37,교육학,EDUCATION
1656,34613,기출/문제집/모의고사,37,교육학,EDUCATION
1657,34625,7/9급 기본서,74,영어,ENGLISH
1658,34626,단어/문법/독해 외,74,영어,ENGLISH
1659,34628,기출/문제/모의고사,74,영어,ENGLISH
1660,34629,7/9급 교재,90,역사,HISTORY
1661,34630,강의노트/기타,90,역사,HISTORY
1662,34631,기출/문제집/모의고사,37,교육학,EDUCATION
1663,34632,7/9급 교재,37,교육학,EDUCATION
1664,34633,기출/문제집/모의고사,37,교육학,EDUCATION
1665,34634,조문/판례/법령/기타,36,법학,LAW
1666,34635,7/9급 교재,35,행정학,PUBLIC_ADMINISTRATION
1667,34636,기출/문제집/모의고사,35,행정학,PUBLIC_ADMINISTRATION
1668,34637,강의노트/기타,35,행정학,PUBLIC_ADMINISTRATION
1669,34610,교육학개론 및 기본서,37,교육학,EDUCATION
1670,34611,기출/모의고사,37,교육학,EDUCATION
1671,37033,기타법,36,법학,LAW
1672,34617,헌법,36,법학,LAW
1673,34618,세법,36,법학,LAW
1674,34619,관세법,36,법학,LAW
1675,34620,국제법,36,법학,LAW
1676,34621,민법,36,법학,LAW
1677,34622,민사소송법,36,법학,LAW
1678,34623,형법,36,법학,LAW
1679,34624,형사소송법,36,법학,LAW
1680,34638,경제학,32,경제학,ECONOMICS
1682,35750,디자인직,60,예술,ARTS
1683,36957,검찰직,37,교육학,EDUCATION
1684,34925,기계직,53,기계공학,MECHANICAL_ENGINEERING
1685,34595,전산직,37,교육학,EDUCATION
1686,34596,농업/농촌지도직,37,교육학,EDUCATION
1687,34597,철도직/공단,37,교육학,EDUCATION
1689,34599,법원직,37,교육학,EDUCATION
1690,34600,사회복지직,37,교육학,EDUCATION
1691,34601,기타,37,교육학,EDUCATION
1692,34602,시/도 지방직,37,교육학,EDUCATION
1693,34603,교육행정직,37,교육학,EDUCATION
1694,34604,교정직,37,교육학,EDUCATION
1695,36167,출입국관리직,37,교육학,EDUCATION
1697,48308,행정직,37,교육학,EDUCATION
1698,140176,7/9급 공무원,37,교육학,EDUCATION
1699,75373,7/9급 기본서 및 부교재,41,수학,MATHEMATICS
1700,75374,기출/모의고사,41,수학,MATHEMATICS
1701,75556,7/9급 기본서 및 부교재,40,자연과학,NATURAL_SCIENCE
1702,75557,기출/모의고사,40,자연과학,NATURAL_SCIENCE
1703,34583,국어,37,교육학,EDUCATION
1704,34584,영어,74,영어,ENGLISH
1705,34585,한국사,90,역사,HISTORY
1706,34586,행정법,37,교육학,EDUCATION
1707,34587,행정학,35,행정학,PUBLIC_ADMINISTRATION
1708,34588,교육학,37,교육학,EDUCATION
1709,34589,법학,36,법학,LAW
1711,34592,직군별 문제집,37,교육학,EDUCATION
1712,75555,과학,40,자연과학,NATURAL_SCIENCE
1713,75372,수학,41,수학,MATHEMATICS
1714,80108,사회,37,교육학,EDUCATION
1715,80228,기출/모의고사,37,교육학,EDUCATION
1716,80109,7/9급 기본서 및 부교재,37,교육학,EDUCATION
1717,140196,보건직,37,교육학,EDUCATION
1718,140197,국회직,37,교육학,EDUCATION
1719,123343,간호직,37,교육학,EDUCATION
1720,140194,8급 공무원,37,교육학,EDUCATION
1721,34608,경찰공무원(승진),37,교육학,EDUCATION
1722,140200,경찰승진,37,교육학,EDUCATION
1723,140201,경찰학개론,37,교육학,EDUCATION
1724,140202,형법,37,교육학,EDUCATION
1725,140203,형사소송법,37,교육학,EDUCATION
1726,140204,경찰수사,37,교육학,EDUCATION
1727,140205,경찰영어,74,영어,ENGLISH
1728,140206,경찰한국사,90,역사,HISTORY
1729,140207,해양경찰,37,교육학,EDUCATION
1730,140208,기타 과목,37,교육학,EDUCATION
1731,140199,면접,37,교육학,EDUCATION
1732,52055,가이드북/수기,37,교육학,EDUCATION
1733,34591,공무원 면접/수기,37,교육학,EDUCATION
1734,36960,보건/사서/상담교사,37,교육학,EDUCATION
1735,34726,교육학,37,교육학,EDUCATION
